what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337143797475
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144368311
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1337144375527
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1337144377815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337144378403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144378412
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144386363
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1337144388866
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1337144393574
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337144393747
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337144393822
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1337144393837
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1337144394492
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337144398036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337144399526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144399546
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1337144399936
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144410098
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144413076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144670881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337144674358
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144674368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144681497
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337144682924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337144683879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144683898
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144691328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337144697370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145687614
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337145690720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145690756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145754412
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337145758352
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337145759844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145759870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145805720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337145810380
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146117807
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337146119978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146120000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146127471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1337146129366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1337146133350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146133376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146142768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146145400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146470323
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146472198
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1337146473897
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1337146475812
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1337146475939
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1337146476054
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1337146476116
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1337199185778
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1337199185780
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1337199185781
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1337199185876
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1337199185877
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1337199185901
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1337199185920
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1337199185964
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1337199185987
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1337199185987
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1337199186013
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1337199186014
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1337199186015
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1337199186015
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1337199186023
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1337199186031
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1337199186032
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1337199186047
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1337199186071
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1337199186095
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1337199186095
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1337199186096
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1337199186112
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1337199186128
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1337199186140
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1337199186140
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1337199186141
