what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1340160783790
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1340160783790
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1340160783791
os,sysinfo,,,"linux",1340160783794
arch,sysinfo,,,"x86",1340160783794
ws,sysinfo,,,"gtk",1340160783794
locale,sysinfo,,,"pt_BR",1340160783794
processors,sysinfo,,,"4",1340160783794
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340160783794
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1340160783794
java.specification.name,sysinfo,,,"Java Platform API Specification",1340160783794
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340160783794
java.specification.version,sysinfo,,,"1.6",1340160783794
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1340160783794
java.version,sysinfo,,,"1.6.0_26",1340160783794
java.vm.info,sysinfo,,,"mixed mode",1340160783794
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340160783794
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340160783794
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340160783794
java.vm.specification.version,sysinfo,,,"1.0",1340160783794
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1340160783794
java.vm.version,sysinfo,,,"20.1-b02",1340160783794
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340160784752
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1340160784771
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1340160785046
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1340160785073
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20111123-1700,"org.eclipse.team.svn.revision.graph",1340160785209
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1340160785334
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1340160785428
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1340160785541
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1340160785577
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1340160785745
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1340160785751
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1340160791572
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1340160795827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160841192
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1340160844296
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.AllMarkersView",1340160850660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1340160858936
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1340160860441
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160865810
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160865948
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160866847
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160866929
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160867781
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160867859
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160869308
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1340160871348
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.integration",1340160871374
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1340160871383
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160876832
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1340160876846
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160881622
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160881666
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160881667
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160883362
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1340160883906
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1340160885256
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1340160889230
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1340160890900
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1340160890933
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1340160891177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160905089
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160936907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160940425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1340160942908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160942923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340160944180
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161288227
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161290836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161298900
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161299011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161990179
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161991989
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161993716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340161993860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340162096683
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340162097491
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340162178572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340162179155
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340162460555
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1340162464611
