what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"linux",1340249713454
arch,sysinfo,,,"x86",1340249713454
ws,sysinfo,,,"gtk",1340249713454
locale,sysinfo,,,"pt_BR",1340249713454
processors,sysinfo,,,"4",1340249713454
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1340249713454
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1340249713454
java.specification.name,sysinfo,,,"Java Platform API Specification",1340249713454
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340249713454
java.specification.version,sysinfo,,,"1.6",1340249713454
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1340249713454
java.version,sysinfo,,,"1.6.0_26",1340249713454
java.vm.info,sysinfo,,,"mixed mode",1340249713454
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1340249713454
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1340249713454
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1340249713454
java.vm.specification.version,sysinfo,,,"1.0",1340249713454
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1340249713454
java.vm.version,sysinfo,,,"20.1-b02",1340249713454
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1340249713469
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340249713498
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1340249713593
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1340249714438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340249714683
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1340249714731
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1340249714764
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1340249714962
started,bundle,org.eclipse.team.svn.revision.graph,0.7.9.I20111123-1700,"org.eclipse.team.svn.revision.graph",1340249715122
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1340249715154
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1340249715244
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1340249715370
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1340249715437
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1340249715950
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1340249715978
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1340249720128
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1340249720318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1340250348383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1340250354580
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1340250356675
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.202.v201004211732,"org.eclipse.wst.ws.service.policy.ui",1340250356976
